TransactionID,CustomerID,Date,ProductID,Price,Qty,TotalAmount,StoreID,Sequence
TR70497,15,2022-03-28,P9,10000,2,20000,3,1213
TR4131,432,2022-04-06,P5,4200,2,8400,13,1214
TR7883,43,2022-04-16,P3,7500,6,45000,1,1215
TR41318,204,2022-04-06,P9,10000,6,60000,5,1216
TR84845,167,2022-04-16,P9,10000,4,40000,10,1217
TR85806,76,2022-04-16,P8,16000,3,48000,12,1218
TR95986,425,2022-04-16,P10,15000,3,45000,12,1219
TR96924,34,2022-04-16,P7,9400,5,47000,12,1220
TR97114,119,2022-04-16,P10,15000,1,15000,9,1221
TR41889,189,2022-04-06,P2,3200,6,19200,6,1222
TR11510,233,2022-04-17,P10,15000,2,30000,13,1223
TR54156,226,2022-04-06,P9,10000,3,30000,11,1224
TR25259,280,2022-04-17,P4,12000,1,12000,10,1225
TR89889,397,2022-04-06,P3,7500,4,30000,12,1226
TR32800,354,2022-04-17,P6,18000,1,18000,13,1227
TR13466,10,2022-04-07,P10,15000,5,75000,2,1228
TR56847,303,2022-04-29,P10,15000,3,45000,5,1229
TR34544,389,2022-04-17,P5,4200,5,21000,7,1230
TR13708,39,2022-04-07,P10,15000,2,30000,12,1231
TR36123,296,2022-04-17,P5,4200,3,12600,9,1232
TR61579,246,2022-04-29,P5,4200,2,8400,2,1233
TR5075,28,2022-04-17,P2,3200,6,19200,10,1234
TR61819,21,2022-04-29,P2,3200,7,22400,12,1235
TR65917,120,2022-04-17,P7,9400,6,56400,8,1236
TR16030,138,2022-04-07,P3,7500,3,22500,7,1237
TR78331,408,2022-04-17,P1,8800,8,70400,6,1238
TR65912,426,2022-04-29,P1,8800,3,26400,8,1239
TR32530,304,2022-04-07,P6,18000,1,18000,4,1240
TR83136,268,2022-04-17,P8,16000,1,16000,7,1241
TR69581,148,2022-04-29,P5,4200,2,8400,9,1242
TR83303,101,2022-04-17,P2,3200,3,9600,2,1243
TR78116,123,2022-04-29,P3,7500,3,22500,3,1244
TR89342,436,2022-04-17,P9,10000,7,70000,13,1245
TR38619,336,2022-04-07,P10,15000,2,30000,9,1246
TR94512,404,2022-04-17,P2,3200,3,9600,12,1247
TR36850,196,2022-04-30,P3,7500,2,15000,1,1248
TR55364,319,2022-04-07,P9,10000,4,40000,4,1249
TR37212,73,2022-04-30,P5,4200,4,16800,13,1250
TR21074,132,2022-04-18,P1,8800,5,44000,13,1251
TR5922,241,2022-04-07,P2,3200,6,19200,11,1252
TR45231,234,2022-04-30,P7,9400,2,18800,8,1253
TR26247,248,2022-04-18,P4,12000,3,36000,6,1254
TR7344,79,2022-04-07,P9,10000,3,30000,8,1255
TR668,299,2022-04-30,P4,12000,2,24000,6,1256
TR4050,225,2022-04-18,P6,18000,1,18000,7,1257
TR88564,326,2022-04-07,P10,15000,5,75000,2,1258
TR64090,352,2022-04-18,P3,7500,2,15000,11,1259
TR83420,394,2022-04-30,P8,16000,1,16000,9,1260
TR88894,424,2022-04-07,P2,3200,7,22400,8,1261
TR91977,439,2022-04-18,P5,4200,5,21000,11,1262
TR89192,359,2022-04-07,P5,4200,3,12600,13,1263
TR88321,210,2022-04-30,P9,10000,7,70000,13,1264
TR94076,433,2022-04-18,P10,15000,4,60000,5,1265
TR98388,276,2022-04-30,P8,16000,3,48000,10,1266
TR94382,13,2022-04-18,P5,4200,3,12600,3,1267
TR96225,419,2022-04-18,P3,7500,3,22500,7,1268
TR13665,401,2022-05-01,P2,3200,7,22400,11,1269
TR10854,49,2022-04-19,P8,16000,1,16000,2,1270
TR1691,209,2022-05-01,P9,10000,7,70000,3,1271
TR24761,269,2022-04-19,P3,7500,6,45000,7,1272
TR8933,316,2022-04-07,P5,4200,3,12600,5,1273
TR23081,199,2022-05-01,P7,9400,3,28200,6,1274
TR27960,200,2022-04-19,P5,4200,2,8400,2,1275
TR91011,350,2022-04-07,P9,10000,2,20000,5,1276
TR29792,282,2022-05-01,P10,15000,1,15000,4,1277
TR29707,201,2022-04-19,P1,8800,4,35200,2,1278
TR97409,241,2022-04-07,P1,8800,2,17600,4,1279
TR30162,284,2022-04-19,P6,18000,3,54000,6,1280
TR30598,183,2022-05-01,P2,3200,5,16000,13,1281
TR23189,16,2022-04-08,P7,9400,5,47000,5,1282
TR30585,300,2022-04-19,P5,4200,3,12600,8,1283
TR33393,150,2022-05-01,P6,18000,1,18000,8,1284
TR25238,276,2022-04-08,P3,7500,2,15000,1,1285
TR33979,64,2022-05-01,P10,15000,1,15000,5,1286
TR30706,204,2022-04-19,P1,8800,4,35200,2,1287
TR35472,8,2022-04-08,P4,12000,2,24000,8,1288
TR40009,417,2022-05-01,P1,8800,4,35200,7,1289
TR3948,62,2022-04-19,P3,7500,1,7500,2,1290
TR3689,351,2022-04-08,P5,4200,2,8400,1,1291
TR4708,387,2022-05-01,P3,7500,4,30000,11,1292
TR5623,48,2022-04-19,P5,4200,4,16800,11,1293
TR56450,194,2022-04-19,P9,10000,3,30000,7,1294
TR4847,163,2022-05-01,P9,10000,1,10000,14,1295
TR81438,224,2022-04-19,P8,16000,3,48000,9,1296
TR92519,405,2022-04-19,P5,4200,4,16800,4,1297
TR58906,150,2022-04-08,P3,7500,1,7500,4,1298
TR51192,164,2022-05-01,P7,9400,3,28200,9,1299
TR95780,7,2022-04-19,P2,3200,7,22400,13,1300
TR65271,390,2022-04-08,P4,12000,1,12000,6,1301
TR61800,59,2022-05-01,P2,3200,4,12800,13,1302
TR98303,443,2022-04-19,P3,7500,1,7500,5,1303
TR9944,249,2022-04-19,P1,8800,9,79200,3,1304
TR70439,302,2022-05-01,P9,10000,1,10000,2,1305
TR22734,228,2022-04-20,P6,18000,4,72000,11,1306
TR67850,81,2022-04-08,P3,7500,1,7500,9,1307
TR72254,383,2022-05-01,P5,4200,3,12600,1,1308
TR39369,437,2022-04-20,P2,3200,4,12800,7,1309
TR68293,363,2022-04-08,P5,4200,3,12600,7,1310
TR51352,440,2022-04-20,P8,16000,2,32000,12,1311
TR73071,134,2022-05-01,P4,12000,4,48000,12,1312
TR7016,375,2022-04-08,P2,3200,5,16000,2,1313
TR56306,237,2022-04-20,P3,7500,4,30000,13,1314
TR79845,165,2022-05-01,P5,4200,4,16800,13,1315
TR7042,43,2022-04-08,P7,9400,5,47000,5,1316
TR87163,177,2022-05-01,P2,3200,6,19200,8,1317
TR56568,136,2022-04-20,P4,12000,2,24000,12,1318
TR72447,182,2022-04-08,P5,4200,3,12600,10,1319
TR63844,301,2022-04-20,P1,8800,2,17600,7,1320
TR9022,280,2022-05-01,P8,16000,3,48000,2,1321
TR68783,321,2022-04-20,P2,3200,7,22400,10,1322
TR98209,118,2022-05-01,P5,4200,5,21000,4,1323
TR69041,82,2022-04-20,P9,10000,2,20000,11,1324
TR15090,49,2022-05-02,P9,10000,4,40000,6,1325
TR77308,347,2022-04-20,P5,4200,4,16800,11,1326
TR78157,81,2022-04-08,P1,8800,8,70400,1,1327
TR15275,336,2022-05-02,P1,8800,4,35200,9,1328
TR77884,334,2022-04-20,P2,3200,7,22400,13,1329
TR81248,305,2022-04-08,P10,15000,4,60000,9,1330
TR7993,347,2022-04-20,P8,16000,1,16000,1,1331
TR15829,19,2022-05-02,P9,10000,5,50000,1,1332
TR85871,144,2022-04-08,P7,9400,6,56400,1,1333
TR8256,29,2022-04-20,P10,15000,4,60000,4,1334
TR16411,116,2022-05-02,P9,10000,5,50000,4,1335
TR97242,310,2022-04-08,P9,10000,3,30000,1,1336
TR90873,412,2022-04-20,P2,3200,6,19200,12,1337
TR19017,282,2022-05-02,P5,4200,2,8400,5,1338
TR14608,426,2022-04-21,P6,18000,1,18000,2,1339
TR19160,16,2022-05-02,P8,16000,2,32000,5,1340
TR36274,260,2022-04-21,P10,15000,4,60000,2,1341
TR22182,342,2022-05-02,P3,7500,4,30000,6,1342
TR38554,6,2022-04-21,P1,8800,5,44000,7,1343
TR269,213,2022-05-02,P8,16000,2,32000,6,1344
TR42571,225,2022-04-21,P8,16000,1,16000,13,1345
TR49669,87,2022-04-21,P5,4200,3,12600,6,1346
TR45153,400,2022-05-02,P5,4200,5,21000,13,1347
TR52968,446,2022-04-21,P7,9400,6,56400,1,1348
TR53529,363,2022-04-21,P5,4200,3,12600,3,1349
TR47505,113,2022-05-02,P4,12000,1,12000,3,1350
TR6401,297,2022-04-21,P9,10000,1,10000,7,1351
TR5564,290,2022-05-02,P10,15000,1,15000,9,1352
TR78083,98,2022-04-21,P10,15000,5,75000,1,1353
TR78949,248,2022-04-21,P9,10000,1,10000,7,1354
TR65507,166,2022-05-02,P1,8800,7,61600,10,1355
TR79594,43,2022-04-21,P7,9400,6,56400,2,1356
TR67560,382,2022-05-02,P8,16000,1,16000,8,1357
TR80303,229,2022-04-21,P5,4200,3,12600,11,1358
TR72929,357,2022-05-02,P10,15000,5,75000,6,1359
TR81147,287,2022-04-21,P8,16000,3,48000,8,1360
TR83776,374,2022-04-21,P5,4200,4,16800,6,1361
TR73763,150,2022-05-02,P4,12000,1,12000,5,1362
TR9458,331,2022-04-21,P7,9400,2,18800,12,1363
TR82463,338,2022-05-02,P9,10000,4,40000,1,1364
TR16546,127,2022-04-22,P4,12000,2,24000,2,1365
TR89294,23,2022-05-02,P1,8800,3,26400,6,1366
TR16758,166,2022-04-22,P9,10000,7,70000,13,1367
TR91209,270,2022-05-02,P8,16000,1,16000,2,1368
TR2727,206,2022-04-22,P8,16000,3,48000,10,1369
TR28093,391,2022-04-22,P1,8800,10,88000,9,1370
TR12711,241,2022-05-03,P3,7500,3,22500,10,1371
TR31909,365,2022-04-22,P4,12000,1,12000,1,1372
TR31892,77,2022-05-03,P1,8800,2,17600,12,1373
TR47996,150,2022-05-03,P3,7500,3,22500,12,1374
TR48773,445,2022-05-03,P1,8800,3,26400,4,1375
TR5054,280,2022-05-03,P3,7500,4,30000,11,1376
TR4358,266,2022-04-22,P3,7500,2,15000,8,1377
TR6391,165,2022-05-03,P2,3200,6,19200,12,1378
TR48614,399,2022-04-22,P9,10000,4,40000,13,1379
TR523,18,2022-04-22,P8,16000,2,32000,2,1380
TR79674,70,2022-05-03,P5,4200,4,16800,7,1381
TR54161,11,2022-04-22,P10,15000,4,60000,6,1382
TR90342,342,2022-05-03,P2,3200,3,9600,1,1383
TR80135,97,2022-04-22,P7,9400,4,37600,8,1384
TR84914,386,2022-04-22,P1,8800,7,61600,4,1385
TR95407,399,2022-05-03,P5,4200,3,12600,7,1386
TR86142,417,2022-04-22,P5,4200,3,12600,5,1387
TR36073,366,2022-05-04,P7,9400,5,47000,13,1388
TR5700,30,2022-05-04,P9,10000,4,40000,10,1389
TR88227,215,2022-04-22,P5,4200,3,12600,12,1390
TR64849,366,2022-05-04,P8,16000,2,32000,5,1391
TR11002,147,2022-04-23,P9,10000,6,60000,11,1392
TR72156,110,2022-05-04,P5,4200,3,12600,3,1393
TR75679,277,2022-05-04,P8,16000,1,16000,12,1394
TR82771,425,2022-05-04,P5,4200,5,21000,5,1395
TR3136,395,2022-04-23,P3,7500,1,7500,3,1396
TR34179,49,2022-04-23,P1,8800,2,17600,2,1397
TR91371,357,2022-05-04,P5,4200,5,21000,8,1398
TR41623,19,2022-04-23,P8,16000,1,16000,5,1399
TR92300,356,2022-05-04,P5,4200,2,8400,11,1400
TR42197,181,2022-04-23,P5,4200,4,16800,12,1401
TR98177,92,2022-05-04,P8,16000,2,32000,1,1402
TR43306,7,2022-04-23,P10,15000,5,75000,9,1403
TR20664,270,2022-05-05,P4,12000,2,24000,7,1404
TR27543,344,2022-05-05,P2,3200,5,16000,11,1405
TR80629,44,2022-04-23,P2,3200,6,19200,1,1406
TR44292,1,2022-05-05,P3,7500,4,30000,1,1407
TR92184,149,2022-04-23,P6,18000,4,72000,1,1408
TR47702,101,2022-05-05,P9,10000,1,10000,7,1409
TR93271,47,2022-04-23,P3,7500,1,7500,13,1410
TR94169,310,2022-04-23,P10,15000,2,30000,8,1411
TR50090,308,2022-05-05,P10,15000,3,45000,1,1412
TR52573,421,2022-05-05,P7,9400,3,28200,12,1413
TR54037,31,2022-05-05,P4,12000,2,24000,7,1414
TR57804,253,2022-05-05,P10,15000,4,60000,9,1415
TR6886,83,2022-05-05,P1,8800,4,35200,6,1416
TR69136,104,2022-05-05,P4,12000,1,12000,6,1417
TR7049,240,2022-05-05,P10,15000,3,45000,10,1418
TR71006,238,2022-05-05,P8,16000,2,32000,11,1419
TR88458,204,2022-05-05,P8,16000,2,32000,11,1420
TR90657,127,2022-05-05,P10,15000,5,75000,10,1421
TR16558,295,2022-05-06,P2,3200,7,22400,4,1422
TR18969,200,2022-05-06,P9,10000,4,40000,14,1423
TR19042,250,2022-05-06,P4,12000,1,12000,12,1424
TR26690,155,2022-05-06,P3,7500,6,45000,2,1425
TR42917,187,2022-05-06,P6,18000,2,36000,5,1426
TR59177,99,2022-05-06,P3,7500,2,15000,9,1427
TR65670,224,2022-05-06,P5,4200,4,16800,5,1428
TR70742,300,2022-05-06,P2,3200,3,9600,8,1429
TR7576,1,2022-05-06,P7,9400,2,18800,2,1430
TR77071,445,2022-05-06,P2,3200,7,22400,9,1431
TR88506,142,2022-05-06,P1,8800,7,61600,9,1432
TR90060,309,2022-05-06,P3,7500,2,15000,12,1433
TR94150,178,2022-05-06,P2,3200,3,9600,11,1434
TR10333,206,2022-05-07,P1,8800,3,26400,3,1435
TR12758,2,2022-05-07,P3,7500,6,45000,7,1436
TR16022,286,2022-05-07,P10,15000,4,60000,6,1437
TR18127,403,2022-05-07,P2,3200,6,19200,13,1438
TR20946,168,2022-05-07,P2,3200,5,16000,3,1439
TR24331,9,2022-05-07,P4,12000,2,24000,12,1440
TR29020,164,2022-05-07,P3,7500,4,30000,7,1441
TR30380,409,2022-05-07,P5,4200,2,8400,1,1442
TR99305,28,2022-04-08,P6,18000,2,36000,5,1443
TR43498,7,2022-05-07,P5,4200,3,12600,3,1444
TR71994,234,2022-05-07,P5,4200,3,12600,12,1445
TR27424,390,2022-04-09,P7,9400,2,18800,12,1446
TR72876,434,2022-05-07,P9,10000,7,70000,12,1447
TR36462,358,2022-04-09,P4,12000,2,24000,12,1448
TR8203,324,2022-05-07,P5,4200,5,21000,5,1449
TR86133,77,2022-05-07,P10,15000,2,30000,6,1450
TR89483,411,2022-05-07,P10,15000,1,15000,1,1451
TR93414,66,2022-05-07,P3,7500,6,45000,6,1452
TR45940,160,2022-04-09,P3,7500,1,7500,13,1453
TR93449,286,2022-05-07,P5,4200,4,16800,8,1454
TR50070,163,2022-04-09,P3,7500,6,45000,7,1455
TR94753,166,2022-05-07,P5,4200,5,21000,9,1456
TR51571,219,2022-04-09,P5,4200,5,21000,12,1457
TR98216,312,2022-05-07,P1,8800,4,35200,5,1458
TR5344,303,2022-04-09,P3,7500,6,45000,9,1459
TR10617,221,2022-05-08,P9,10000,3,30000,4,1460
TR62493,427,2022-04-09,P10,15000,4,60000,6,1461
TR13399,360,2022-05-08,P5,4200,2,8400,8,1462
TR25148,339,2022-05-08,P1,8800,8,70400,4,1463
TR47837,158,2022-05-08,P10,15000,1,15000,1,1464
TR47872,46,2022-05-08,P10,15000,3,45000,11,1465
TR65515,404,2022-04-09,P2,3200,4,12800,2,1466
TR56985,280,2022-05-08,P5,4200,2,8400,6,1467
TR68700,13,2022-04-09,P5,4200,3,12600,14,1468
TR57871,218,2022-05-08,P5,4200,3,12600,9,1469
TR61103,401,2022-05-08,P5,4200,2,8400,7,1470
TR647,108,2022-05-08,P2,3200,5,16000,6,1471
TR77033,213,2022-05-08,P8,16000,1,16000,1,1472
TR78548,29,2022-05-08,P3,7500,1,7500,11,1473
TR71562,413,2022-04-09,P8,16000,3,48000,4,1474
TR80743,344,2022-05-08,P4,12000,4,48000,3,1475
TR72258,193,2022-04-09,P9,10000,7,70000,9,1476
TR14512,322,2022-04-10,P2,3200,3,9600,7,1477
TR2849,12,2022-04-10,P7,9400,3,28200,10,1478
TR99335,247,2022-04-23,P2,3200,5,16000,12,1479
TR39239,429,2022-04-10,P10,15000,4,60000,7,1480
TR1044,123,2022-04-24,P7,9400,5,47000,2,1481
TR82884,318,2022-05-08,P9,10000,5,50000,11,1482
TR48169,84,2022-04-10,P7,9400,4,37600,3,1483
TR84974,45,2022-05-08,P2,3200,3,9600,14,1484
TR13230,32,2022-04-24,P7,9400,4,37600,7,1485
TR52762,31,2022-04-10,P7,9400,2,18800,4,1486
TR85774,340,2022-05-08,P9,10000,4,40000,5,1487
TR33278,151,2022-04-24,P1,8800,9,79200,12,1488
TR6066,165,2022-04-24,P9,10000,1,10000,6,1489
TR90801,226,2022-05-08,P9,10000,5,50000,1,1490
TR62205,80,2022-04-24,P9,10000,1,10000,6,1491
TR10234,18,2022-05-09,P3,7500,1,7500,8,1492
TR67442,228,2022-04-24,P8,16000,3,48000,11,1493
TR12656,171,2022-05-09,P10,15000,3,45000,5,1494
TR74211,298,2022-04-24,P2,3200,6,19200,10,1495
TR12978,401,2022-05-09,P5,4200,2,8400,14,1496
TR55266,120,2022-04-10,P1,8800,4,35200,1,1497
TR55501,64,2022-04-10,P10,15000,2,30000,1,1498
TR25265,83,2022-05-09,P1,8800,9,79200,14,1499
TR83259,306,2022-04-24,P7,9400,5,47000,11,1500
TR60092,411,2022-04-10,P8,16000,3,48000,3,1501
TR29591,201,2022-05-09,P2,3200,7,22400,9,1502
TR84383,64,2022-04-24,P5,4200,3,12600,8,1503
TR60922,297,2022-04-10,P2,3200,6,19200,12,1504
TR4501,73,2022-05-09,P3,7500,1,7500,2,1505
TR71773,363,2022-04-10,P10,15000,2,30000,2,1506
TR49881,370,2022-05-09,P5,4200,4,16800,2,1507
TR84714,231,2022-04-24,P3,7500,1,7500,9,1508
TR78733,186,2022-04-10,P4,12000,2,24000,7,1509
TR87375,133,2022-04-24,P9,10000,4,40000,5,1510
TR85365,415,2022-04-10,P5,4200,3,12600,11,1511
TR52422,339,2022-05-09,P10,15000,4,60000,8,1512
TR9020,285,2022-04-24,P10,15000,1,15000,13,1513
TR55535,276,2022-05-09,P5,4200,5,21000,14,1514
TR96262,62,2022-04-24,P3,7500,2,15000,13,1515
TR55646,378,2022-05-09,P9,10000,2,20000,13,1516
TR9659,72,2022-04-24,P7,9400,6,56400,12,1517
TR16828,279,2022-04-25,P9,10000,4,40000,8,1518
TR2135,7,2022-04-25,P7,9400,2,18800,8,1519
TR87064,364,2022-04-10,P3,7500,6,45000,6,1520
TR93601,171,2022-04-10,P7,9400,3,28200,5,1521
TR59189,310,2022-05-09,P7,9400,2,18800,1,1522
TR59996,26,2022-05-09,P1,8800,2,17600,3,1523
TR60436,257,2022-05-09,P7,9400,6,56400,12,1524
TR75587,112,2022-05-09,P7,9400,5,47000,12,1525
TR23007,165,2022-04-25,P2,3200,4,12800,9,1526
TR90912,222,2022-05-09,P3,7500,6,45000,14,1527
TR97954,296,2022-04-10,P2,3200,6,19200,13,1528
TR28064,187,2022-04-25,P5,4200,4,16800,8,1529
TR94266,95,2022-05-09,P1,8800,9,79200,1,1530
TR16168,125,2022-04-11,P6,18000,3,54000,5,1531
TR33855,261,2022-04-25,P6,18000,2,36000,8,1532
TR223,193,2022-04-11,P10,15000,5,75000,6,1533
TR34173,363,2022-04-25,P2,3200,6,19200,11,1534
TR27000,326,2022-04-11,P9,10000,3,30000,14,1535
TR94784,386,2022-05-09,P2,3200,7,22400,3,1536
TR62908,204,2022-04-25,P10,15000,5,75000,8,1537
TR3913,7,2022-04-11,P4,12000,3,36000,13,1538
TR69381,231,2022-04-25,P2,3200,3,9600,13,1539
TR19309,280,2022-05-10,P5,4200,3,12600,4,1540
TR7494,164,2022-04-25,P5,4200,3,12600,8,1541
TR29544,223,2022-05-10,P4,12000,4,48000,7,1542
TR31314,275,2022-05-10,P5,4200,5,21000,2,1543
TR45043,254,2022-04-11,P1,8800,2,17600,2,1544
TR37508,101,2022-05-10,P8,16000,2,32000,5,1545
TR53993,374,2022-04-11,P3,7500,2,15000,11,1546
TR41196,59,2022-05-10,P2,3200,7,22400,3,1547
TR75229,116,2022-04-25,P1,8800,8,70400,5,1548
TR68958,352,2022-04-11,P10,15000,1,15000,5,1549
TR45070,314,2022-05-10,P8,16000,2,32000,3,1550
TR75777,109,2022-04-25,P5,4200,4,16800,10,1551
TR6415,200,2022-05-10,P7,9400,2,18800,4,1552
TR74606,102,2022-04-11,P5,4200,4,16800,3,1553
TR83630,424,2022-04-25,P9,10000,7,70000,6,1554
TR84152,150,2022-04-25,P10,15000,5,75000,6,1555
TR71943,316,2022-05-10,P2,3200,4,12800,14,1556
TR84178,10,2022-04-25,P3,7500,1,7500,13,1557
TR28966,157,2022-04-26,P4,12000,1,12000,6,1558
TR40363,96,2022-04-26,P7,9400,2,18800,7,1559
TR74847,286,2022-04-11,P8,16000,1,16000,3,1560
TR74947,423,2022-04-11,P4,12000,2,24000,11,1561
TR95738,44,2022-05-10,P3,7500,6,45000,2,1562
TR85314,211,2022-04-11,P5,4200,4,16800,14,1563
TR42208,301,2022-04-26,P10,15000,2,30000,14,1564
TR98292,422,2022-05-10,P9,10000,7,70000,11,1565
TR12063,293,2022-05-11,P5,4200,3,12600,12,1566
TR50042,365,2022-04-26,P1,8800,2,17600,13,1567
TR2385,28,2022-05-11,P10,15000,4,60000,9,1568
TR52429,429,2022-04-26,P3,7500,4,30000,2,1569
TR28373,283,2022-05-11,P8,16000,3,48000,6,1570
TR57541,62,2022-04-26,P9,10000,6,60000,8,1571
TR30698,340,2022-05-11,P7,9400,5,47000,14,1572
TR95763,427,2022-04-11,P5,4200,5,21000,7,1573
TR96762,110,2022-04-11,P2,3200,4,12800,4,1574
TR11320,12,2022-04-12,P9,10000,3,30000,5,1575
TR33538,76,2022-05-11,P8,16000,3,48000,9,1576
TR58087,76,2022-04-26,P9,10000,4,40000,7,1577
TR13493,332,2022-04-12,P2,3200,7,22400,5,1578
TR36057,157,2022-05-11,P1,8800,10,88000,9,1579
TR58498,162,2022-04-26,P5,4200,5,21000,6,1580
TR43057,148,2022-05-11,P7,9400,4,37600,11,1581
TR5946,247,2022-04-26,P9,10000,3,30000,10,1582
TR15284,431,2022-04-12,P8,16000,1,16000,12,1583
TR45064,300,2022-05-11,P6,18000,1,18000,7,1584
TR73275,111,2022-04-26,P2,3200,4,12800,6,1585
TR65387,147,2022-05-11,P10,15000,5,75000,1,1586
TR71844,253,2022-05-11,P4,12000,2,24000,13,1587
TR78998,392,2022-04-26,P7,9400,6,56400,5,1588
TR72306,391,2022-05-11,P9,10000,5,50000,3,1589
TR85313,224,2022-04-26,P1,8800,8,70400,8,1590
TR9310,219,2022-04-26,P6,18000,1,18000,5,1591
TR1685,345,2022-04-27,P10,15000,4,60000,7,1592
TR78117,109,2022-05-11,P5,4200,2,8400,14,1593
TR2304,121,2022-04-27,P5,4200,5,21000,3,1594
TR82970,363,2022-05-11,P3,7500,4,30000,2,1595
TR31257,156,2022-04-27,P8,16000,3,48000,4,1596
TR8428,284,2022-05-11,P2,3200,3,9600,6,1597
TR8872,384,2022-05-11,P2,3200,4,12800,10,1598
TR32564,319,2022-04-27,P7,9400,3,28200,6,1599
TR3773,38,2022-04-27,P6,18000,4,72000,6,1600
TR95227,17,2022-05-11,P9,10000,7,70000,3,1601
TR38392,147,2022-04-27,P8,16000,2,32000,6,1602
TR20456,204,2022-05-12,P10,15000,1,15000,6,1603
TR42562,117,2022-04-27,P5,4200,3,12600,7,1604
TR20458,171,2022-05-12,P2,3200,7,22400,7,1605
TR5271,144,2022-04-27,P10,15000,2,30000,12,1606
TR64799,280,2022-04-27,P3,7500,6,45000,6,1607
TR74513,137,2022-04-27,P5,4200,5,21000,11,1608
TR26647,315,2022-05-12,P1,8800,3,26400,10,1609
TR28233,233,2022-05-12,P6,18000,1,18000,12,1610
TR32463,127,2022-05-12,P6,18000,4,72000,5,1611
TR46395,248,2022-05-12,P8,16000,3,48000,12,1612
TR48215,322,2022-05-12,P5,4200,4,16800,7,1613
TR49427,169,2022-05-12,P8,16000,1,16000,13,1614
TR91525,203,2022-04-27,P5,4200,2,8400,6,1615
TR91926,253,2022-04-27,P5,4200,2,8400,12,1616
TR1338,106,2022-04-28,P3,7500,5,37500,1,1617
TR14816,425,2022-04-28,P5,4200,4,16800,4,1618
TR52406,54,2022-05-12,P7,9400,2,18800,1,1619
TR29518,45,2022-04-28,P3,7500,1,7500,6,1620
TR30611,130,2022-04-28,P5,4200,3,12600,13,1621
TR49638,5,2022-04-28,P4,12000,1,12000,9,1622
TR61573,300,2022-05-12,P5,4200,3,12600,10,1623
TR6829,379,2022-05-12,P1,8800,5,44000,10,1624
TR73824,62,2022-05-12,P7,9400,3,28200,12,1625
TR49722,50,2022-04-28,P7,9400,4,37600,2,1626
TR75655,134,2022-05-12,P4,12000,1,12000,12,1627
TR52555,411,2022-04-28,P10,15000,2,30000,6,1628
TR8298,149,2022-05-12,P3,7500,3,22500,3,1629
TR97744,29,2022-05-12,P5,4200,5,21000,12,1630
TR16930,137,2022-05-13,P2,3200,4,12800,12,1631
TR54351,197,2022-04-28,P7,9400,2,18800,5,1632
TR59105,247,2022-04-28,P9,10000,6,60000,4,1633
TR6576,122,2022-04-28,P7,9400,2,18800,4,1634
TR25317,392,2022-05-13,P8,16000,1,16000,6,1635
TR71804,218,2022-04-28,P1,8800,8,70400,3,1636
TR72678,219,2022-04-28,P1,8800,8,70400,11,1637
TR30499,156,2022-05-13,P9,10000,1,10000,5,1638
TR49649,327,2022-05-13,P8,16000,3,48000,2,1639
TR73576,95,2022-04-28,P10,15000,4,60000,3,1640
TR51108,50,2022-05-13,P10,15000,3,45000,13,1641
TR75353,431,2022-04-28,P5,4200,5,21000,7,1642
TR59672,156,2022-05-13,P5,4200,5,21000,8,1643
TR75672,325,2022-04-28,P2,3200,4,12800,6,1644
TR65024,100,2022-05-13,P5,4200,2,8400,3,1645
TR80506,311,2022-04-28,P5,4200,3,12600,5,1646
TR73860,124,2022-05-13,P1,8800,5,44000,3,1647
TR90869,157,2022-04-28,P5,4200,5,21000,9,1648
TR9366,250,2022-04-28,P5,4200,4,16800,2,1649
TR74868,258,2022-05-13,P5,4200,3,12600,5,1650
TR94090,427,2022-04-28,P10,15000,5,75000,13,1651
TR7538,88,2022-05-13,P10,15000,5,75000,5,1652
TR93029,160,2022-05-13,P6,18000,2,36000,13,1653
TR95623,364,2022-04-28,P9,10000,6,60000,4,1654
TR10972,400,2022-04-29,P2,3200,6,19200,6,1655
TR11542,374,2022-04-29,P10,15000,4,60000,4,1656
TR12976,240,2022-04-29,P3,7500,4,30000,8,1657
TR20106,299,2022-04-29,P10,15000,5,75000,2,1658
TR36366,331,2022-04-29,P6,18000,2,36000,8,1659
TR15847,253,2022-04-12,P1,8800,6,52800,4,1660
TR48950,91,2022-04-29,P7,9400,4,37600,13,1661
TR26926,428,2022-04-12,P5,4200,5,21000,12,1662
TR30524,87,2022-04-12,P2,3200,7,22400,5,1663
TR30710,271,2022-04-12,P7,9400,6,56400,13,1664
TR35443,312,2022-04-12,P4,12000,3,36000,3,1665
TR39557,131,2022-04-12,P6,18000,4,72000,1,1666
TR43497,140,2022-04-12,P7,9400,3,28200,1,1667
TR45641,359,2022-04-12,P7,9400,6,56400,13,1668
TR45683,74,2022-04-12,P4,12000,4,48000,11,1669
TR55183,296,2022-04-12,P2,3200,6,19200,8,1670
TR64203,326,2022-04-12,P4,12000,2,24000,6,1671
TR30981,260,2022-05-15,P8,16000,2,32000,8,1672
TR39850,75,2022-05-15,P7,9400,5,47000,12,1673
TR42758,408,2022-05-15,P1,8800,5,44000,8,1674
TR47079,61,2022-05-15,P2,3200,6,19200,4,1675
TR47161,71,2022-05-15,P8,16000,2,32000,9,1676
TR60002,84,2022-05-15,P5,4200,5,21000,14,1677
