,TransactionID,CustomerID,Date,ProductID,Price,Qty,TotalAmount,StoreID,Sequence,Age,Gender,MaritalStatus,Income,ProductName,StoreName,GroupStore,Type,Latitude,Longitude
984,TR54757,354,2022-10-01,P1,8800,4,35200,9,3491,53,1,Married,16.94,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
985,TR45059,17,2022-01-10,P1,8800,6,52800,9,46,35,0,Married,3.14,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
986,TR24906,23,2022-01-19,P1,8800,2,17600,9,426,57,1,Married,12.56,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
987,TR25004,23,2022-02-08,P1,8800,6,52800,9,1006,57,1,Married,12.56,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
988,TR29113,32,2022-06-18,P1,8800,7,61600,9,1833,34,0,Married,10.96,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
989,TR55053,295,2022-08-19,P1,8800,7,61600,9,2969,34,0,Married,4.78,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
990,TR91570,52,2022-07-02,P1,8800,9,79200,9,2293,37,0,Married,3.73,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
991,TR43048,202,2022-01-28,P1,8800,2,17600,9,467,28,0,Married,4.53,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
992,TR36057,157,2022-05-11,P1,8800,10,88000,9,1579,44,0,Single,2.52,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
993,TR87413,303,2022-10-12,P1,8800,10,88000,9,3636,45,0,Married,10.34,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
994,TR35138,276,2022-07-06,P1,8800,10,88000,9,2555,31,1,Married,8.96,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
995,TR28907,164,2022-04-04,P1,8800,7,61600,9,1134,18,1,Single,0.0,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
996,TR47625,121,2022-12-25,P1,8800,10,88000,9,4703,26,0,Single,2.93,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
997,TR88787,217,2022-06-23,P1,8800,7,61600,9,2037,39,1,Single,6.96,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
998,TR88506,142,2022-05-06,P1,8800,7,61600,9,1432,23,1,Single,1.58,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
999,TR8647,378,2022-01-15,P1,8800,9,79200,9,326,54,0,Married,14.66,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1000,TR29808,138,2022-11-20,P1,8800,10,88000,9,4291,37,1,Married,8.96,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1001,TR53237,105,2022-11-18,P1,8800,10,88000,9,4235,61,0,Married,7.54,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1002,TR4070,423,2022-04-16,P1,8800,8,70400,9,1208,22,0,Married,3.55,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1003,TR40812,177,2022-02-16,P1,8800,3,26400,9,4876,33,1,Married,8.06,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1004,TR26336,81,2022-08-07,P1,8800,6,52800,9,2619,44,0,Married,19.49,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1005,TR5340,245,2022-03-26,P1,8800,6,52800,9,1053,26,1,Married,4.58,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1006,TR71964,245,2022-04-04,P1,8800,7,61600,9,1148,26,1,Married,4.58,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1007,TR37346,417,2022-08-21,P1,8800,7,61600,9,3005,47,1,Married,12.75,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1008,TR26560,310,2022-02-27,P1,8800,5,44000,9,5018,23,0,Married,4.17,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1009,TR1571,272,2022-07-22,P1,8800,6,52800,9,2337,60,0,Married,4.05,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1010,TR31261,308,2022-03-06,P1,8800,5,44000,9,543,45,0,Married,10.72,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1011,TR20265,402,2022-12-10,P1,8800,10,88000,9,4356,51,0,Married,17.65,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1012,TR38719,63,2022-09-27,P1,8800,6,52800,9,3359,58,0,Married,10.78,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1013,TR36891,60,2022-08-25,P1,8800,8,70400,9,3065,56,0,Married,10.61,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1014,TR15275,336,2022-05-02,P1,8800,4,35200,9,1328,51,0,Single,10.84,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1015,TR38831,82,2022-06-26,P1,8800,5,44000,9,2109,60,1,Married,6.24,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1016,TR7307,353,2022-11-25,P1,8800,10,88000,9,4458,25,0,Single,1.32,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1017,TR89056,239,2022-03-29,P1,8800,8,70400,9,899,41,1,Married,6.55,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1018,TR91643,414,2022-03-29,P1,8800,9,79200,9,900,21,1,Single,0.74,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1019,TR28093,391,2022-04-22,P1,8800,10,88000,9,1370,26,0,Married,4.98,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1020,TR87247,80,2022-06-09,P1,8800,8,70400,9,2703,44,0,Married,13.45,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1021,TR99172,185,2022-08-07,P1,8800,4,35200,9,2639,30,1,Married,3.28,Choco Bar,Lingga,Lingga,Modern Trade,-3.6547,128.191
1022,TR46316,51,2022-10-02,P6,18000,1,18000,9,3529,36,0,Married,7.95,Cashew,Lingga,Lingga,Modern Trade,-3.6547,128.191
1023,TR21236,340,2022-10-27,P6,18000,2,36000,9,4056,41,0,Single,10.9,Cashew,Lingga,Lingga,Modern Trade,-3.6547,128.191
1024,TR45899,232,2022-12-31,P6,18000,1,18000,9,4803,62,0,Married,7.32,Cashew,Lingga,Lingga,Modern Trade,-3.6547,128.191
1025,TR33449,18,2022-01-02,P6,18000,2,36000,9,87,47,0,Married,13.6,Cashew,Lingga,Lingga,Modern Trade,-3.6547,128.191
1026,TR23203,342,2022-06-02,P6,18000,1,18000,9,1790,48,1,Married,13.55,Cashew,Lingga,Lingga,Modern Trade,-3.6547,128.191
1027,TR2502,7,2022-10-07,P6,18000,2,36000,9,3909,31,0,Married,4.57,Cashew,Lingga,Lingga,Modern Trade,-3.6547,128.191
1028,TR14593,311,2022-01-04,P6,18000,4,72000,9,122,61,1,Married,7.64,Cashew,Lingga,Lingga,Modern Trade,-3.6547,128.191
1029,TR32730,243,2022-01-21,P6,18000,1,18000,9,526,38,0,Married,3.34,Cashew,Lingga,Lingga,Modern Trade,-3.6547,128.191
1030,TR36760,433,2022-12-26,P6,18000,1,18000,9,4716,48,1,Married,11.97,Cashew,Lingga,Lingga,Modern Trade,-3.6547,128.191
1031,TR22206,22,2022-11-01,P6,18000,1,18000,9,3861,34,0,Single,9.91,Cashew,Lingga,Lingga,Modern Trade,-3.6547,128.191
1032,TR34575,444,2022-02-24,P6,18000,1,18000,9,4978,53,0,Married,15.31,Cashew,Lingga,Lingga,Modern Trade,-3.6547,128.191
1033,TR21464,264,2022-12-29,P6,18000,3,54000,9,4771,21,1,Single,1.12,Cashew,Lingga,Lingga,Modern Trade,-3.6547,128.191
1034,TR99840,40,2022-03-26,P6,18000,2,36000,9,1087,19,0,Single,3.48,Cashew,Lingga,Lingga,Modern Trade,-3.6547,128.191
1035,TR11859,447,2022-08-15,P6,18000,4,72000,9,2792,54,1,Married,20.37,Cashew,Lingga,Lingga,Modern Trade,-3.6547,128.191
1036,TR34147,27,2022-04-02,P6,18000,4,72000,9,1077,43,0,Married,17.42,Cashew,Lingga,Lingga,Modern Trade,-3.6547,128.191
1037,TR14110,356,2022-01-24,P6,18000,2,36000,9,577,56,0,Married,13.25,Cashew,Lingga,Lingga,Modern Trade,-3.6547,128.191
1038,TR14385,66,2022-01-21,P6,18000,3,54000,9,507,37,1,Married,3.04,Cashew,Lingga,Lingga,Modern Trade,-3.6547,128.191
1039,TR41645,114,2022-03-31,P6,18000,4,72000,9,977,22,0,Single,3.14,Cashew,Lingga,Lingga,Modern Trade,-3.6547,128.191
1040,TR18661,334,2022-05-26,P6,18000,1,18000,9,2128,70,0,Married,5.99,Cashew,Lingga,Lingga,Modern Trade,-3.6547,128.191
1041,TR99324,292,2022-08-27,P6,18000,3,54000,9,3099,31,0,Single,9.57,Cashew,Lingga,Lingga,Modern Trade,-3.6547,128.191
1042,TR8417,55,2022-05-24,P7,9400,4,37600,9,2073,34,1,Married,8.44,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1043,TR32403,307,2022-04-13,P7,9400,4,37600,9,1145,31,0,Married,5.22,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1044,TR43850,135,2022-11-01,P7,9400,3,28200,9,3874,41,0,Married,3.28,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1045,TR69902,108,2022-01-10,P7,9400,2,18800,9,53,25,0,Single,6.87,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1046,TR74985,123,2022-09-24,P7,9400,4,37600,9,3764,34,0,Married,4.36,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1047,TR37464,213,2022-03-01,P7,9400,2,18800,9,265,24,1,Single,5.72,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1048,TR90571,52,2022-12-06,P7,9400,5,47000,9,4248,37,0,Married,3.73,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1049,TR81224,52,2022-12-31,P7,9400,6,56400,9,4806,37,0,Married,3.73,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1050,TR90355,194,2022-12-13,P7,9400,2,18800,9,4483,31,1,Married,4.33,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1051,TR4823,304,2022-11-07,P7,9400,3,28200,9,4012,34,0,Single,8.55,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1052,TR52055,36,2022-06-04,P7,9400,2,18800,9,1891,32,1,Married,10.4,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1053,TR82815,206,2022-01-14,P7,9400,3,28200,9,174,68,0,Married,8.3,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1054,TR15108,206,2022-10-05,P7,9400,4,37600,9,3643,68,0,Married,8.3,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1055,TR9376,240,2022-02-20,P7,9400,4,37600,9,4931,22,1,Single,3.33,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1056,TR45595,264,2022-09-03,P7,9400,2,18800,9,3191,21,1,Single,1.12,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1057,TR55617,9,2022-01-08,P7,9400,5,47000,9,222,33,0,Married,9.92,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1058,TR51192,164,2022-05-01,P7,9400,3,28200,9,1299,18,1,Single,0.0,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1059,TR90182,445,2022-10-08,P7,9400,3,28200,9,3973,51,0,Married,14.48,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1060,TR80619,93,2022-06-16,P7,9400,5,47000,9,3180,32,0,Married,4.85,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1061,TR48903,100,2022-07-29,P7,9400,5,47000,9,2438,45,1,Married,6.71,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1062,TR80312,299,2022-12-02,P7,9400,5,47000,9,4152,37,1,Married,4.54,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1063,TR82823,299,2022-12-25,P7,9400,6,56400,9,4707,37,1,Married,4.54,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1064,TR73970,401,2022-11-14,P7,9400,2,18800,9,4120,45,0,Married,4.08,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1065,TR11417,225,2022-10-07,P7,9400,5,47000,9,3897,59,1,Married,10.59,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1066,TR53090,107,2022-10-24,P7,9400,6,56400,9,3949,38,1,Married,9.85,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1067,TR3858,413,2022-03-17,P7,9400,5,47000,9,723,31,0,Married,8.8,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1068,TR60439,99,2022-06-20,P7,9400,4,37600,9,1904,40,0,Married,8.47,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1069,TR36780,169,2022-03-17,P7,9400,5,47000,9,719,34,0,Married,3.97,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1070,TR68146,272,2022-03-22,P7,9400,4,37600,9,862,60,0,Married,4.05,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1071,TR17085,73,2022-10-14,P7,9400,5,47000,9,3655,53,0,Married,13.71,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1072,TR17751,39,2022-03-17,P7,9400,5,47000,9,717,66,1,Married,6.19,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1073,TR7290,353,2022-02-13,P7,9400,2,18800,9,4840,25,0,Single,1.32,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1074,TR82004,204,2022-02-18,P7,9400,2,18800,9,4908,53,0,Married,9.46,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1075,TR67399,436,2022-11-21,P7,9400,5,47000,9,4351,51,1,Married,18.89,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1076,TR36412,192,2022-06-04,P7,9400,4,37600,9,1883,26,0,Single,4.47,Coffee Candy,Lingga,Lingga,Modern Trade,-3.6547,128.191
1077,TR74570,415,2022-10-11,P4,12000,1,12000,6,3602,44,0,Married,18.57,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1078,TR63231,184,2022-12-02,P4,12000,3,36000,6,4150,33,0,Single,13.93,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1079,TR31765,329,2022-08-30,P4,12000,3,36000,6,3129,19,1,Single,0.0,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1080,TR14184,8,2022-03-20,P4,12000,3,36000,6,812,37,1,Married,5.49,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1081,TR57918,72,2022-01-11,P4,12000,5,60000,6,69,26,0,Single,1.81,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1082,TR75925,393,2022-10-01,P4,12000,2,24000,6,3504,22,0,Single,0.0,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1083,TR36725,393,2022-10-17,P4,12000,5,60000,6,3724,22,0,Single,0.0,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1084,TR7374,218,2022-06-15,P4,12000,1,12000,6,3078,29,0,Married,3.52,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1085,TR29098,218,2022-12-17,P4,12000,5,60000,6,4538,29,0,Married,3.52,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1086,TR76665,433,2022-10-31,P4,12000,2,24000,6,3838,48,1,Married,11.97,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1087,TR28966,157,2022-04-26,P4,12000,1,12000,6,1558,44,0,Single,2.52,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1088,TR30057,167,2022-08-21,P4,12000,3,36000,6,3002,28,1,Married,2.91,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1089,TR77004,366,2022-10-23,P4,12000,4,48000,6,3932,18,0,Single,0.0,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1090,TR76831,116,2022-06-21,P4,12000,3,36000,6,1947,51,1,Married,15.77,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1091,TR23535,276,2022-12-17,P4,12000,5,60000,6,4537,31,1,Married,8.96,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1092,TR69136,104,2022-05-05,P4,12000,1,12000,6,1417,31,1,Married,7.92,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1093,TR75077,65,2022-03-01,P4,12000,2,24000,6,275,38,0,Married,4.36,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1094,TR63588,326,2022-01-20,P4,12000,3,36000,6,490,24,1,Single,2.69,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1095,TR64203,326,2022-04-12,P4,12000,2,24000,6,1671,24,1,Single,2.69,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1096,TR14954,263,2022-09-20,P4,12000,1,12000,6,3512,40,1,Married,10.21,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1097,TR668,299,2022-04-30,P4,12000,2,24000,6,1256,37,1,Married,4.54,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1098,TR3677,258,2022-02-05,P4,12000,2,24000,6,888,51,0,Married,12.57,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1099,TR41627,430,2022-05-25,P4,12000,4,48000,6,2085,55,1,Single,18.37,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1100,TR15630,435,2022-06-11,P4,12000,2,24000,6,2796,29,1,Married,3.61,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1101,TR24608,119,2022-11-01,P4,12000,3,36000,6,3863,26,1,Single,5.54,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1102,TR27949,114,2022-06-25,P4,12000,2,24000,6,2082,22,0,Single,3.14,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1103,TR71011,63,2022-12-28,P4,12000,1,12000,6,4766,58,0,Married,10.78,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1104,TR37670,173,2022-07-23,P4,12000,2,24000,6,2350,59,0,Married,4.59,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1105,TR48311,315,2022-04-14,P4,12000,4,48000,6,1176,29,1,Married,4.18,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1106,TR20700,262,2022-03-22,P4,12000,1,12000,6,854,34,1,Married,5.61,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1107,TR26247,248,2022-04-18,P4,12000,3,36000,6,1254,36,1,Married,5.76,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1108,TR65271,390,2022-04-08,P4,12000,1,12000,6,1301,20,1,Single,3.7,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1109,TR61088,1,2022-07-11,P4,12000,2,24000,6,2783,55,1,Married,5.12,Potato Chip,Lingga,Lingga,Modern Trade,-5.1354,119.424
1110,TR84402,270,2022-10-12,P10,15000,1,15000,6,3635,49,1,Married,8.81,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1111,TR5293,233,2022-02-14,P10,15000,4,60000,6,4854,43,1,Married,5.69,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1112,TR47862,184,2022-09-24,P10,15000,2,30000,6,3741,33,0,Single,13.93,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1113,TR49013,329,2022-03-15,P10,15000,5,75000,6,680,19,1,Single,0.0,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1114,TR46820,329,2022-10-23,P10,15000,2,30000,6,3916,19,1,Single,0.0,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1115,TR81156,329,2022-12-11,P10,15000,5,75000,6,4432,19,1,Single,0.0,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1116,TR24185,223,2022-08-12,P10,15000,1,15000,6,2723,62,1,Single,5.35,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1117,TR23709,159,2022-11-28,P10,15000,3,45000,6,4533,53,1,Married,13.65,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1118,TR49872,339,2022-03-26,P10,15000,2,30000,6,1051,22,0,Single,2.19,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1119,TR30993,14,2022-01-02,P10,15000,2,30000,6,82,58,1,Married,10.18,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1120,TR59261,342,2022-01-27,P10,15000,3,45000,6,359,48,1,Married,13.55,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1121,TR24260,322,2022-03-06,P10,15000,2,30000,6,536,41,0,Married,20.01,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1122,TR33463,45,2022-02-15,P10,15000,5,75000,6,4861,53,0,Married,9.25,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1123,TR14970,136,2022-01-04,P10,15000,1,15000,6,123,28,1,Married,2.96,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1124,TR62493,427,2022-04-09,P10,15000,4,60000,6,1461,54,0,Married,16.88,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1125,TR16022,286,2022-05-07,P10,15000,4,60000,6,1437,60,0,Married,6.19,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1126,TR20454,266,2022-07-05,P10,15000,3,45000,6,2536,72,1,Married,4.72,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1127,TR33309,172,2022-01-26,P10,15000,1,15000,6,287,57,1,Married,8.96,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1128,TR48515,236,2022-03-13,P10,15000,5,75000,6,633,28,0,Married,3.13,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1129,TR94856,431,2022-08-02,P10,15000,3,45000,6,2510,40,1,Married,9.51,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1130,TR57592,409,2022-05-16,P10,15000,1,15000,6,1702,47,0,Married,28.23,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1131,TR86103,434,2022-11-07,P10,15000,1,15000,6,4027,37,0,Married,9.33,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1132,TR48168,38,2022-11-15,P10,15000,2,30000,6,4137,56,0,Married,14.32,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1133,TR84152,150,2022-04-25,P10,15000,5,75000,6,1555,61,1,Married,8.56,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1134,TR17958,384,2022-04-16,P10,15000,5,75000,6,1203,59,1,Married,4.42,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1135,TR89081,296,2022-09-07,P10,15000,3,45000,6,3481,38,1,Single,3.18,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1136,TR44293,56,2022-11-29,P10,15000,3,45000,6,4581,20,1,Single,1.0,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1137,TR78475,397,2022-01-19,P10,15000,4,60000,6,445,24,0,Single,6.42,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1138,TR49507,245,2022-12-27,P10,15000,4,60000,6,4733,26,1,Married,4.58,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1139,TR37281,44,2022-06-30,P10,15000,3,45000,6,2238,40,0,Married,10.65,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1140,TR14327,47,2022-09-21,P10,15000,1,15000,6,3554,35,1,Married,9.56,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1141,TR48896,114,2022-06-24,P10,15000,5,75000,6,2053,22,0,Single,3.14,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1142,TR8136,174,2022-07-17,P10,15000,5,75000,6,3218,45,1,Married,17.34,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1143,TR83110,341,2022-08-02,P10,15000,5,75000,6,2507,43,1,Married,3.24,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1144,TR54161,11,2022-04-22,P10,15000,4,60000,6,1382,42,0,Married,12.25,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1145,TR74737,186,2022-11-19,P10,15000,2,30000,6,4281,34,1,Married,4.02,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1146,TR70456,268,2022-07-28,P10,15000,3,45000,6,2430,49,1,Single,5.18,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1147,TR75034,268,2022-08-25,P10,15000,3,45000,6,3074,49,1,Single,5.18,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1148,TR38604,268,2022-12-12,P10,15000,4,60000,6,4440,49,1,Single,5.18,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1149,TR28689,428,2022-09-08,P10,15000,2,30000,6,3508,60,1,Married,4.49,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1150,TR223,193,2022-04-11,P10,15000,5,75000,6,1533,42,0,Married,20.64,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1151,TR86133,77,2022-05-07,P10,15000,2,30000,6,1450,26,0,Married,4.67,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1152,TR51261,396,2022-12-27,P10,15000,5,75000,6,4734,36,1,Married,9.18,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1153,TR72929,357,2022-05-02,P10,15000,5,75000,6,1359,48,0,Married,18.14,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1154,TR20456,204,2022-05-12,P10,15000,1,15000,6,1603,53,0,Married,9.46,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1155,TR86426,148,2022-08-15,P10,15000,3,45000,6,2908,45,0,Married,19.68,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1156,TR52555,411,2022-04-28,P10,15000,2,30000,6,1628,19,1,Single,0.0,Cheese Stick,Lingga,Lingga,Modern Trade,-5.1354,119.424
1157,TR65667,162,2022-10-12,P3,7500,2,15000,6,3630,49,0,Married,11.46,Crackers,Lingga,Lingga,Modern Trade,-5.1354,119.424
1158,TR57460,102,2022-05-18,P3,7500,4,30000,6,1767,39,0,Married,6.44,Crackers,Lingga,Lingga,Modern Trade,-5.1354,119.424
1159,TR24833,178,2022-11-17,P3,7500,6,45000,6,4188,43,0,Married,9.58,Crackers,Lingga,Lingga,Modern Trade,-5.1354,119.424
1160,TR80958,395,2022-02-10,P3,7500,5,37500,6,35,28,0,Married,3.39,Crackers,Lingga,Lingga,Modern Trade,-5.1354,119.424
1161,TR58624,72,2022-05-22,P3,7500,4,30000,6,2006,26,0,Single,1.81,Crackers,Lingga,Lingga,Modern Trade,-5.1354,119.424
